Index,Coments_norm,Estrelas SIA,Estrelas,Polarity Scores
5983,cameroon restaurant obligatory stop tourists visit local christmas wonderful food well served well priced love refined atmosphere restaurant service also good risottos favorite chef delicious dishes serve three people well boyfriend ate super well still plenty left love,5,5,"{'neg': 0.035, 'neu': 0.418, 'pos': 0.547, 'compound': 0.9846}"
5984,amazing place dinner twice christmas days exceptional service fascinating food tasty,5,5,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.8074}"
5985,excellent service cozy atmosphere diverse menu highly inspiring wine list,5,5,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.7778}"
5986,need many words excellent service flavor preparation dish everything wonderful,5,5,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.8126}"
5987,food dishes tried surprised besides shrimps fish good,4,5,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.5859}"
5988,think nice place good music ambiance great service busy restaurant patient enter worth wait shrimp beautiful shrimp unforgettable meal,5,5,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.9393}"
5989,classic restaurant food talk difference opinion environment service staff remember seeing kids space well located via costa negra expensive pay comfort recommend,4,5,"{'neg': 0.053, 'neu': 0.679, 'pos': 0.268, 'compound': 0.6908}"
5990,size fame restaurant expected food good service parking accessibility cassava comes stick format pleased ate risotto rice land shrimps sun meat found rice little hard little shrimp dish 2 people serves well 4 quiet,4,3,"{'neg': 0.028, 'neu': 0.694, 'pos': 0.278, 'compound': 0.8655}"
5991,wife restaurant camaroes service amazing restaurant super fast good food everything top quality super recommend,5,5,"{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.9571}"
5992,excellent restaurant visit christmas must dine less often menu varied quick service ordered shrimp 4 cheeses good price agreement restaurants category,5,5,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.8689}"
5993,restaurant offers varied menu sophisticated food delicious location cozy atmosphere well decorated excellent service quick preparation dishes close ponta negra beach worth trying recommend,5,5,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.9477}"
5994,beautiful cozy atmosphere excellent service varied menu great options starters also surprised price lower imagined drinks well priced dishes serves 3 people well recommend,5,5,"{'neg': 0.059, 'neu': 0.4, 'pos': 0.541, 'compound': 0.9524}"
5995,location easy access delicious delicious dishes impeccable service shrimp fish highly recommended,5,5,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.908}"
5996,good evening august able attend indescribable restaurant flavor perfect combination would definitely regret going really worth fernanda,5,5,"{'neg': 0.106, 'neu': 0.456, 'pos': 0.437, 'compound': 0.8268}"
5997,simply fantastic place miss place bathroom hahaha simply amazing food,5,5,"{'neg': 0.086, 'neu': 0.323, 'pos': 0.591, 'compound': 0.886}"
5998,restaurant well located attentive staff polite waiter top notch food go visit love,5,5,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7964}"
5999,beautiful atmosphere cozy cozy chic loved restaurant wonderful food dishes plentiful chat two people 4 adults two children ordered 2 identical dishes whole leftovers go soooo hungry service top notch recommend yes would always come back,5,5,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.9618}"
6000,may find restaurant expensive refined atmosphere impeccable decoration fair price quantity food impressive dish excellent service tasty food highly recommend varied menu want try everything,5,5,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.908}"
6001,fantastic heard shrimps really disappoint food super well served service excellent shame sp,5,5,"{'neg': 0.229, 'neu': 0.263, 'pos': 0.509, 'compound': 0.8162}"
6002,already christmas several times restaurant always surprises dishes wonderful well served varied dessert ordered milfeuilles perfect milk worth checking want come back,5,5,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.9118}"
6003,chosen dish well served tasty days went met restaurants good food beautiful place good food little salty price two people,5,3,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.8957}"
6004,transformed heritage humanity lol everything excellence complain always best place lunch dinner spectacular costbenefit,5,5,"{'neg': 0.106, 'neu': 0.424, 'pos': 0.47, 'compound': 0.8625}"
6005,best restaurants eaten prawns right destination want eat well well served leave shirt hanging pay bill,5,5,"{'neg': 0.117, 'neu': 0.448, 'pos': 0.435, 'compound': 0.7964}"
6006,delicious food affordable prices love restaurant camaroes potiguar chain,5,5,"{'neg': 0.0, 'neu': 0.47, 'pos': 0.53, 'compound': 0.836}"
6007,meals magnificent menu unparalleled flavor presentation dishes impeccable combination flavors textures aromas delight palate pleasant environment exquisite good taste cozy services welcoming service disposition attention touches congratulations team restaurant camaroes,5,5,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.9674}"
6008,always go christmas look forward moment besides wonderful decor kind food dream wait moment able taste start pastel shrimp best world choose vast menu many options dishes huge good 3 4 people prices also great high points portable chargers cell phone batteries go even table need,5,5,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.9705}"
6009,pleasant atmosphere flavor unparalleled dishes ingredients quality shrimps huge christmas go rest shrimps,4,5,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.6808}"
6010,tasty meat like undercooked meat important ask waiter point preference perfect risotto,5,5,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.7906}"
6011,best restaurant shrimp seafood brazilworth value money divine dishes spectacular service,5,5,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.8807}"
6012,best restaurant costbenefit good dishes well served speak serves 2 people 3 people eats calmly 5 people ordered 2 dishes drinks spent 250 reais worth miserable,5,5,"{'neg': 0.098, 'neu': 0.491, 'pos': 0.411, 'compound': 0.8481}"
6013,excellent restaurant similar coco bamboo restaurant service excellent food recommend,5,5,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.872}"
6014,excellent service best food doubt come back affordable price recommend,5,5,"{'neg': 0.132, 'neu': 0.317, 'pos': 0.55, 'compound': 0.836}"
6015,arriving christmas met super friendly couple ribeirao preto said wanted go restaurant famous thought going like shrimp consideration couple went beautiful restaurant helpful staff happiness dishesebaaaaaafantastic food plentiful dish serves three people recommend,5,4,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.9698}"
6016,series restaurant fair price doubts best shrimp ever eaten almost personalized service dedication start end get know,4,5,"{'neg': 0.097, 'neu': 0.617, 'pos': 0.286, 'compound': 0.6486}"
6017,sensational delicious unmissable miss dining christmas restaurant excellent service food arrives quickly hearty dishes fair price different options delicious,5,5,"{'neg': 0.055, 'neu': 0.483, 'pos': 0.462, 'compound': 0.9153}"
6018,dishes service ambiance drinks great fair value missing background music recommend tabua seafood serves 3 people,5,4,"{'neg': 0.094, 'neu': 0.426, 'pos': 0.481, 'compound': 0.8442}"
6019,elegant restaurant attentive waiters pleasant atmosphere excellent food wellseasoned wellseasoned flavor earthy rice coalho cheese butter shrimp pure cassava delicious flavor worth trying regional flavor,5,5,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.9403}"
6020,beautiful place great service excellent food well served 1 dish serves 3 people unmissable,5,5,"{'neg': 0.0, 'neu': 0.367, 'pos': 0.633, 'compound': 0.93}"
6021,well prepared shrimp wonderful dessert pleasant atmosphere first class service,5,4,"{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.875}"
6022,visited christmas 2014 recommended best restaurant recommended hotel look surprised simply wonderful,5,5,"{'neg': 0.0, 'neu': 0.343, 'pos': 0.657, 'compound': 0.9081}"
6023,visited lua mel restaurant simply loved loved days night christmas dishes served surprising everything good delicious,5,5,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.9477}"
6024,atmosphere good taste delicious food plentiful served attentive waiters highlight luis antonio well located considered best restaurants christmas must visit tourists visit beautiful hospitable city,5,5,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.9595}"
6025,loved shrimp entire staff attentive food well prepared delicious ordered traditional starter pastel camarao main course shrimp jerimum finish enjoyed dessert tapioca ice cream baked cocada everything surprising,5,5,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9432}"
6026,beautiful environment fine food amazing food mustdo tour go christmas,5,5,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.8591}"
6027,varied menu food excellent service good parking allows vehicle safety,5,5,"{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.8555}"
6028,restaurant beautiful hall wait always crowded organization queue good order quickly served exotic food good plenty worth checking,5,5,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.891}"
6029,true ideal restaurant go lunch dinner food quality cost always worth good service problem restaurant always wait never place like arrives worth wait,5,4,"{'neg': 0.143, 'neu': 0.475, 'pos': 0.383, 'compound': 0.7958}"
6030,lives reputationreally goodfine atmospheregood foodgood sizeprice consistent restaurant level,3,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
6031,similar menu coconut bamboo cheap better service loved huge beautiful environment,5,5,"{'neg': 0.0, 'neu': 0.35, 'pos': 0.65, 'compound': 0.9186}"
6032,excellent service decoration clean elegant large star shrimp appetizer crab tasty gratin shrimp gruyere cheese fantastic mainly pure potatoes missing original desserts tasty,5,5,"{'neg': 0.063, 'neu': 0.457, 'pos': 0.48, 'compound': 0.9274}"
6033,found formal environment food dear wife insisted meeting feel like,4,3,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.6249}"
6034,camaroes restaurant visit natal meet ponta negra midway units simply wonderful suggestion dish shrimp chef,4,5,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.5719}"
6035,expectations complete menu pleasant atmosphere service rating 10 attentive waiters fast efficient service speaks beauty flavor perfect dishes,5,5,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.9274}"
6036,left go forro vilarte half dead shrimps side practically arrived reception asked needed reservation failed go choose 3 rooms aff metre routes reserved brought menu chose dinner left good food beautiful formal formal couple arrived embarrassed take photo even took menu curiosity prices said something else front cozy ah ladies try petit gateau hmmm dream today1 think go back christmas eat pdelicious,2,4,"{'neg': 0.137, 'neu': 0.744, 'pos': 0.119, 'compound': -0.3182}"
6037,sensational excellent value money divine food discovered shrimps stopped suffering food hotel beyond delicious food exemplary service,5,5,"{'neg': 0.17, 'neu': 0.374, 'pos': 0.456, 'compound': 0.8555}"
6038,excellent food varied fish shrimp meat wide variety salads compatible price quality,4,5,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}"
6039,ordered shrimp gerimum strawberry excellent portion delicious rice broccoli muffin cassava ate wife little daughter leftovers drank water jug water coconut glass white wine work terra nova gave 160 reais well attended wilson new modernist place bathrooms surplus space,4,5,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.8591}"
6040,cameroon disappoint cameroon pleasant atmosphere good variety seafood worth visiting,4,5,"{'neg': 0.161, 'neu': 0.357, 'pos': 0.482, 'compound': 0.6597}"
6041,follow reviews created great expectations regarding restaurant unfortunately met waiter attentive dish tasty expected ordered shrimp sesame sauce red fruits remember exact name dish although well served correct surprising,4,3,"{'neg': 0.065, 'neu': 0.654, 'pos': 0.281, 'compound': 0.7845}"
6042,come christmas miss best restaurants called camaroes potiguar perfect shrimp excellent service charge 10,5,4,"{'neg': 0.069, 'neu': 0.431, 'pos': 0.5, 'compound': 0.9001}"
6043,modern restaurant cozy pleasant food good food comes lot food dish person unfortunately takes long time high season,4,4,"{'neg': 0.102, 'neu': 0.636, 'pos': 0.263, 'compound': 0.5859}"
6044,like shrimp eat due allergies stop lunch dinner lots options seafood dishes logically main dishes good shrimpbased dishes recommend arriving early despite large space fills quickly price already high believe strong account trying increase price suit demand imagine rate excellent kids place obs upstairs beautiful view worth wait get table,5,4,"{'neg': 0.055, 'neu': 0.6, 'pos': 0.345, 'compound': 0.9601}"
6045,excellent food quality great service incredible place dishes 2 people serve 3 easily prices vary depending chosen menu ate drank well 3 adults 2 children paid 26000 expenses great value money,5,5,"{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.9571}"
6046,excellent restaurant considered many best natal varied menu offering several options seafood especially shrimp worth short visit beach morning follow restaurant enjoy excellent calm meal good price consider pairs rj sp,5,5,"{'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.969}"
6047,excellent restaurant best place eat christmas prawns attentive staff fair price want wait line arrive early difficult choose dish order wide variety dishes starters,5,5,"{'neg': 0.076, 'neu': 0.576, 'pos': 0.348, 'compound': 0.8402}"
6048,good restaurant menu super varied excellent service call super beautiful well attended ordered delicious dish,5,4,"{'neg': 0.0, 'neu': 0.249, 'pos': 0.751, 'compound': 0.9753}"
6049,starter dessert everything completely delicious worth enjoying restaurant rush,5,5,"{'neg': 0.0, 'neu': 0.379, 'pos': 0.621, 'compound': 0.87}"
6050,excellent service dishes tasty prices different restaurants ponta negra recommend,5,5,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.7351}"
6051,excellent restaurant varied menu great value money waiters polite attentive excellent food fully recommended visit christmas let go restaurant go rome visit vatican,5,5,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9432}"
6052,love dishes also chose pineapple juice mint doubts best city,5,4,"{'neg': 0.125, 'neu': 0.398, 'pos': 0.477, 'compound': 0.802}"
6053,great dishes great locations great service good celebrations lunch casual romantic work occasion attended,5,5,"{'neg': 0.0, 'neu': 0.289, 'pos': 0.711, 'compound': 0.9623}"
6054,wonderful restaurant delicious food main course shrimp always comes good personal touch cooks delicious,5,5,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.9325}"
6055,excellent restaurant never lowered standards excellent value money well served dishes,5,5,"{'neg': 0.0, 'neu': 0.311, 'pos': 0.689, 'compound': 0.9056}"
6056,come christmas miss cameroon restaurant best restaurant town plentiful food tasty caipirinhas lots good desserts also fair prices many good things highly recommended,5,5,"{'neg': 0.048, 'neu': 0.515, 'pos': 0.436, 'compound': 0.9152}"
6057,perfect food excellent service highly recommended even recommend going time 2 located ponta negra,5,5,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.9053}"
6058,wonderful restaurant gum shrimp simply divine tasty food first class service,5,5,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.8074}"
6059,beautiful place well attended service good meal top rating ordered beautiful dish lacked seasoning especially lobster dessert made ordered cocada artisanal ice cream highly recommend,5,4,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.9468}"
6060,beautiful restaurant recommended excellent food well served good service still remember formaggio potatoes best tried recommend,5,5,"{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.9643}"
6061,excellent food standard prices cozy place easy parking well presented dishes,5,4,"{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.8271}"
6062,delicious dishes easily serve 3 people starters also worth ordered ceviche pastel camarao recommend caipifruta cashew,5,5,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.8591}"
6063,delicious food perfect negative point waiting line huge adjustment good food,5,5,"{'neg': 0.166, 'neu': 0.269, 'pos': 0.565, 'compound': 0.836}"
6064,good service excellent food wonderful atmosphere pleasant environment always go christmas stop worth visiting,5,5,"{'neg': 0.086, 'neu': 0.311, 'pos': 0.603, 'compound': 0.9231}"
6065,christmas souvenir reference notable restaurant hard find seafood refinement flavor quality christmas miss visit excellent dinner,4,5,"{'neg': 0.152, 'neu': 0.66, 'pos': 0.188, 'compound': 0.4019}"
6066,loved camaroes restaurant amazing food excellent service definitely worth visiting,5,5,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.9432}"
6067,excellent service high quality food price dishes serve 2 people well served values vary 80 150 reais,5,5,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.8176}"
6068,pleasant atmosphere excellent food prices high split family friends good deal,5,5,"{'neg': 0.0, 'neu': 0.35, 'pos': 0.65, 'compound': 0.9186}"
6069,surprising restaurant pleasant atmosphere good service great dishes petit gateau borders perfection,5,5,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.9442}"
6070,great atmosphere dinner family friends excellent service efficient staff tasty food,5,5,"{'neg': 0.0, 'neu': 0.338, 'pos': 0.662, 'compound': 0.9287}"
6071,pleasant atmosphere service first sophisticated dishes pay little due sophistication offer menu say dish 2 people believe serves well 3 people shrimp lovers make reservation christmas restaurants shrimps served captive unique typical flavor fish always feel shrimp like,4,4,"{'neg': 0.03, 'neu': 0.648, 'pos': 0.322, 'compound': 0.926}"
6072,going received several recommendations friends already knew restaurant surprised wonderful service cozy place well lit super pleasant amazing food dishes well served well presented extremely delicious food ready quickly desserts also wonderful recommend,5,5,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.9891}"
6073,love dish type restaurant well served pleasant atmosphere air conditioned parking service first best everything fair price,5,5,"{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.9442}"
6074,highly recommend camaroes full restaurant excellent service wonderful menu,5,5,"{'neg': 0.0, 'neu': 0.371, 'pos': 0.629, 'compound': 0.8805}"
6075,delicious food service quality excellent atmosphere good price worth checking,5,5,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.9042}"
6076,unforgettable restaurant fantastic food varied options delicious environment super beautiful pleasant way always full queue waiting great tip book table advance worth visiting,5,5,"{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.9761}"
6077,nice restaurant good food fair price excellent location come back,5,5,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.8934}"
6078,simply best restaurants ever service food environment visited christmas 7 days day different restaurant go 2 lol congratulations collaborators entrepreneurs restaurant,5,5,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.8979}"
6079,first experience restaurant return end trip delicious food high quality super pleasant atmosphere sophisticated good prices dishes two people tasty shrimp parmeggiana exceptional file worth trying pastel shrimp,5,5,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.9601}"
6080,eat delicious shrimp dishes several restaurants around world shrimp restaurant christmas serves fresh product crunchy facilities service also deserves rating,4,5,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7184}"
6081,rest great service good food tasty dishes 2 people recommend shrimp salad,5,5,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.8591}"
6082,dishes vary 9500 onwards eats 3 people good restaurant appropriate business celebrations friends bad wait always full,4,4,"{'neg': 0.156, 'neu': 0.578, 'pos': 0.267, 'compound': 0.3612}"
6083,many wonderful options restaurant 1 week vacation eat 3 times call good starters caprese shrimp main dishes good worth,5,5,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.886}"
6084,impossible go christmas go shrimps huge restaurant full dishes big eats 3 people easy 4 ate fish crust almonds risotto sicilian lemon zucchini wonderful worth visit reach agreement companions chosen dish,5,5,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9201}"
6085,dinner friends impeccable organization perfect service amazing food perfect would come back christmas go wonderful restaurant congratulations whole team service owners excellent space,5,5,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.979}"
6086,camaroes midway mall ambiance decoration reminiscent country people everything good taste super friendly service ordered petit gateau mini cake chocolate ice cream cream simply fantastic price matches quality product worth super recommended,5,5,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.9648}"
6087,restaurant mandatory visit facilities beautiful excellent waiters super well trained food good large quantity recommend shrimp sauce four cheeses pure leek good,5,5,"{'neg': 0.0, 'neu': 0.376, 'pos': 0.624, 'compound': 0.969}"
6088,simply incredible restaurant beautiful service amazing food say christmas go less night,5,5,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.8271}"
6089,great place eat shrimp nice place first time service order wait long time varied menu recommend,5,4,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.8555}"
6090,restaurant really worth tried dishes delicious usually 3 people,5,5,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7089}"
6091,service rating 10 varied menu excellent dishes prepared care well served generous portions beautiful restaurant delicious would always recommend,5,5,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.9729}"
6092,modern atmosphere service good extensive menu shrimp types dishes large 6 adults 2 children ordered 2 dishes portion fries still left dishes large cheap think value money worth dishes around 90100 reais highly recommend,4,5,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.8399}"
6093,great food varied delicious starters incomparable quality fast efficient service otherwise restaurant closes afternoon bad beach general rule lunch hours maybe worried detail normally opens 12 closes 1500 h reopening 1830 h fair price quality recommend,5,5,"{'neg': 0.119, 'neu': 0.561, 'pos': 0.32, 'compound': 0.8658}"
6094,shrimp 4 times week christmas passage best shrimp life piece international shrimp dish dunes sensational experience local service quality environment let go,4,5,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}"
6095,differentiated dishes high quality large prawns low price absurd always full always wonderful service,4,5,"{'neg': 0.118, 'neu': 0.674, 'pos': 0.208, 'compound': 0.3818}"
6096,know restaurants segment shrimp perfect menu services recommend shrimp cream crab,5,5,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7351}"
6097,comfortable environment luxurious friendly waiters excellent food loved dish shrimp rice crab came menu request answered promptly negative detail ate twice shrimp clean,5,5,"{'neg': 0.099, 'neu': 0.453, 'pos': 0.448, 'compound': 0.9201}"
6098,chose milanese shrimp greek rice good quantity two people shrimp tasty simple side dishes considering restaurant type expected cold greek rice industrialized straw potatoes tomato sauce resembled orchard,4,2,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4404}"
6099,exquisite restaurant wonderful food extremely efficient service incredible experience christmas miss,5,5,"{'neg': 0.098, 'neu': 0.488, 'pos': 0.414, 'compound': 0.7346}"
6100,restaurant excellent service thousand two restaurants 01 beach pont negra another shopping mall midway high cost,4,5,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5719}"
6101,far best restaurants visited food simply wonderful ingredients excellent quality dishes tasty arrive quickly table waiters attentive well trained help choose pleasant spacious atmosphere arrive early always lots people highly recommend,5,5,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.9701}"
6102,probably famous restaurant,3,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
6103,delicious food dishes made shrimp gigantic serve 4 people desserts ice cream cheese syrup guava paste dream highly recommended,5,5,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.7778}"
6104,recommend cameroon tourists residents city undeniable quality dishes well served serve 3 people,4,5,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.5574}"
6105,restaurant specializing seafood pleasant place cozy waiting room well structured diverse menu many dishes serve two people excellent service mr lenilson excellent food,5,5,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.9153}"
6106,dishes well served decorated tasty airconditioned environment well frequented place beautiful people attentive staff worth price dish serves 2 people true serves 4,5,5,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.8957}"
6107,excellent place enjoy seafood 3 us ordered plenty international shrimp even offered take away rest lol super pleasant atmosphere excellent service go scared,5,5,"{'neg': 0.075, 'neu': 0.39, 'pos': 0.535, 'compound': 0.9565}"
6108,best restaurant christmas best brazil excellent experience reasonable prices standard wife starter wine excellent muques goodbye fish shrimp super well served paid total r19000 recommend,5,5,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.9758}"
6109,excellent refined restaurant ordered prawns bonfim dish would certainly serve 3 4 people,5,5,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7269}"
6110,bad kids space everything simply perfect ball show excellent food top service fair price,5,5,"{'neg': 0.146, 'neu': 0.375, 'pos': 0.479, 'compound': 0.7906}"
6111,working name pay tag like unfair price tiny portions price robbery recommend eating less popular place leave happy hungry,5,2,"{'neg': 0.156, 'neu': 0.417, 'pos': 0.426, 'compound': 0.7764}"
6112,delicious place perfect food great service super recommend went back twice kids also loved,5,5,"{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.9712}"
6113,excellent food tasty prawns medium high prices worth tried delicious dessert romeo juliet ice cream recommend,5,5,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.8957}"
6114,great service fast haute cuisine hearty portions fair price highly recommend shrimp quinoa crust,5,5,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.8479}"
6115,tears little expensive starting 75 reais well served sharing 4 people ends cheap go christmas go cameroons beach ponte negra,4,5,"{'neg': 0.083, 'neu': 0.702, 'pos': 0.215, 'compound': 0.4588}"
6116,potiguar shrimps think potiguar privileged view make miss already delicious food,5,5,"{'neg': 0.099, 'neu': 0.494, 'pos': 0.407, 'compound': 0.7184}"
6117,excellent food tasty great value money attentive welcoming staff highly recommend,5,5,"{'neg': 0.0, 'neu': 0.274, 'pos': 0.726, 'compound': 0.9422}"
6118,sophisticated environment clean pleasant spacious parking efficient reception attentive waiters delicious juices drink drinks dish ordered boasted excellent presentation came quickly served six people ate little four ate well seasoned delicious worth fair price,5,5,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.9809}"
6119,simply sensational explain everything starters dessert perfect,4,5,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}"
6120,specialized restaurant shrimps pleasant atmosphere excellent service many options eat shrimp dish well served three people moderate price available three christmas locations food,4,5,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8442}"
6121,fantastic beautiful restaurant waiters friendly great food invest purple rice cassava shrimp delicious,5,5,"{'neg': 0.0, 'neu': 0.302, 'pos': 0.698, 'compound': 0.9612}"
6122,super pleasant place impeccable service delicious food doubt worth visiting dishes well served excellent value money,5,5,"{'neg': 0.079, 'neu': 0.254, 'pos': 0.667, 'compound': 0.9552}"
6123,restaurant celebrate sisterinlaw birthday thought excellent food service cozy atmosphere everything good,5,5,"{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.8834}"
6124,environment food incredible starters perfect main dishes besides variety tasty well made like dessert miss trying hot coconut ice cream tapioca excellent service unique location mall unit 12 people wait long time able lunch,4,5,"{'neg': 0.038, 'neu': 0.681, 'pos': 0.282, 'compound': 0.886}"
6125,different options food restaurant cameroon highlights best restaurants region problem exists opening hours closing holidays worried eating hours,4,5,"{'neg': 0.191, 'neu': 0.545, 'pos': 0.265, 'compound': 0.4404}"
6126,good service even better food pleasant atmosphere definitely worth visiting city,5,5,"{'neg': 0.0, 'neu': 0.305, 'pos': 0.695, 'compound': 0.9136}"
6127,pleasant atmosphere good service excellent dishes christmas week 3 times fair price recommend,5,5,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.9287}"
6128,delicious food beautiful place great service super helpful thought little expensive,5,4,"{'neg': 0.0, 'neu': 0.246, 'pos': 0.754, 'compound': 0.9607}"
6129,reference food high quality exquisite service first price good quality,4,5,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}"
6130,food good wait time satisfactory good value money however service staff opinion needs improvement,5,4,"{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.9136}"
